ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_1193,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_1194,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1195,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11072
ASV_1196,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhogostomidae,g_,s_
ASV_1197,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1198,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1199,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1200,Eukaryota,unknown,Dinophyceae,unknown,unknown,Spiniferites,Spiniferites ramosus
ASV_1201,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,unassigned
ASV_1202,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_1203,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_1204,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1205,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1206,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1207,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1208,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_1209,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_1210,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1211,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1212,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1213,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1214,Eukaryota,unknown,unknown,Pirsoniales,unknown,Pirsonia,Pirsonia guinardiae
ASV_1215,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1216,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1217,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,unassigned
ASV_1218,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,Spirotontonia,s_
ASV_1219,Eukaryota,Bacillariophyta,Fragilariophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1220,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Protoceratium,Protoceratium reticulatum
ASV_1221,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_1222,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,Pteridomonas,s_
ASV_1223,Eukaryota,unknown,Dictyochophyceae,Pedinellales,unknown,g_,s_
ASV_1224,Eukaryota,unknown,unknown,Pirsoniales,unknown,g_,s_
ASV_1225,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1226,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_1227,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1228,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1229,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1230,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1231,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1232,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_1233,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1234,Eukaryota,unknown,Acantharea,unassigned,unassigned,unassigned,unassigned
ASV_1235,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1236,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1237,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1238,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1239,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1240,Eukaryota,Ciliophora,Colpodea,Cyrtolophosidida,Cyrtolophosididae,g_,s_
ASV_1241,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1242,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1243,Eukaryota,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Protogastrostyla,s_
ASV_1244,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1245,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1246,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_1247,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1248,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_1249,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1250,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1251,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1252,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1253,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,g_,s_
ASV_1254,Eukaryota,unknown,unknown,unknown,unknown,Solenicola,Solenicola setigera
ASV_1255,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_1256,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1257,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_1258,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Corethrales,Corethraceae,Corethron,Corethron inerme
ASV_1259,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1260,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1261,Eukaryota,unknown,unknown,Bicosoecida,Bicosoecidae,Bicosoeca,Bicosoeca vacillans
ASV_1262,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1263,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1264,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,Stephanopyxis nipponica
ASV_1265,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_1266,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1267,Eukaryota,unknown,unknown,unknown,unknown,unknown,Acantharian sp. 6201
ASV_1268,Eukaryota,unknown,unknown,unknown,Vannellidae,unassigned,unassigned
ASV_1269,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1270,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1271,Eukaryota,unknown,Pelagophyceae,unknown,unknown,unknown,Pelagophyceae sp. CCMP3390
ASV_1272,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1273,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1274,Eukaryota,unknown,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_1275,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_1276,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Fragilariopsis,s_
ASV_1277,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1278,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_1279,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,unassigned
ASV_1280,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1281,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1282,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1283,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1284,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1285,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1286,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1287,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_1288,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,s_
ASV_1289,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1290,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1291,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_1292,Eukaryota,unknown,unknown,Choanoflagellata,unknown,unknown,Choanoflagellida sp. SL163
ASV_1293,Eukaryota,Cercozoa,unknown,Thaumatomonadida,unassigned,g_,s_
ASV_1294,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1295,Eukaryota,Cercozoa,Thecofilosea,unknown,Ebriacea,Ebria,Ebria tripartita
ASV_1296,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1297,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1298,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_1299,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11072
ASV_1300,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,s_
ASV_1301,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1302,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_1303,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1304,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1305,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,s_
ASV_1306,Eukaryota,unknown,unknown,Choanoflagellata,Stephanoecidae,g_,s_
ASV_1307,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1308,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned
ASV_1309,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,s_
ASV_1310,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1311,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,Haptolina,unassigned
ASV_1312,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,Tetraselmis sp. KB-CR05
ASV_1313,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1314,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_1315,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1316,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,unassigned
ASV_1317,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1318,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1319,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_1320,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1321,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,Blastodinium,Blastodinium spinulosum
ASV_1322,Eukaryota,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_1323,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1324,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV_1325,Eukaryota,Ciliophora,Colpodea,Colpodida,Marynidae,g_,s_
ASV_1326,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1327,Eukaryota,unknown,Oomycetes,Lagenidiales,Haliphthoraceae,Haliphthoros,unassigned
ASV_1328,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1329,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1330,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1331,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1332,Eukaryota,Ciliophora,Prostomatea,Prorodontida,unassigned,unassigned,unassigned
ASV_1333,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1334,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1335,Eukaryota,unknown,unknown,Bicosoecida,Cafeteriaceae,Cafeteria,unassigned
ASV_1336,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1337,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1338,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_1339,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1341,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,Pelagostrobilidium,s_
ASV_1342,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1343,Eukaryota,Cercozoa,Chlorarachniophyceae,unknown,unknown,Minorisa,Minorisa minuta
ASV_1344,Eukaryota,unknown,Polycystinea,Spumellaria,Spongodiscidae,unassigned,unassigned
ASV_1345,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1346,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1347,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1348,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,unassigned
ASV_1349,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1350,Eukaryota,unknown,Dinophyceae,unknown,unknown,Spiniferites,Spiniferites ramosus
ASV_1351,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_1352,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1353,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_1354,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1355,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,Paraphysomonas,unassigned
ASV_1356,Eukaryota,Cryptophyta,unassigned,unassigned,unassigned,g_,s_
ASV_1357,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_1358,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Tovelliaceae,g_,s_
ASV_1359,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_1360,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1361,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,unassigned,s_
ASV_1362,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Ptychocylididae,Cymatocylis,s_
ASV_1363,Eukaryota,unknown,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,s_
ASV_1364,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1365,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned
ASV_1366,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,s_
ASV_1367,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_1368,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1369,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1370,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_1371,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV_1372,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,unassigned,unassigned
ASV_1373,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1374,Eukaryota,unknown,unknown,unknown,Hartmannellidae,unassigned,unassigned
ASV_1375,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1376,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pterosperma,Pterosperma cristatum
ASV_1377,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1378,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1379,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_1380,Eukaryota,unknown,unknown,unknown,Pterocystidae,g_,s_
ASV_1381,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_1382,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1383,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,g_,s_
ASV_1384,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1385,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1386,Eukaryota,unknown,Dinophyceae,unknown,unknown,Theleodinium,Theleodinium calcisporum
ASV_1387,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Goniodomataceae,g_,s_
ASV_1388,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1389,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,g_,s_
ASV_1390,Eukaryota,Euglenida,unknown,unknown,unknown,Rapaza,Rapaza viridis
ASV_1391,Eukaryota,Chordata,Appendicularia,unassigned,unassigned,unassigned,unassigned
ASV_1392,Eukaryota,Cercozoa,unknown,Thaumatomonadida,unassigned,g_,s_
ASV_1393,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_1394,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1395,Eukaryota,unknown,unknown,Diplonemea,Hemistasiidae,g_,s_
ASV_1396,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1397,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,s_
ASV_1398,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1399,Eukaryota,Annelida,Polychaeta,Capitellida,Capitellidae,Dasybranchus,unassigned
ASV_1400,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1401,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_1402,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pterosperma,Pterosperma cristatum
ASV_1403,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1404,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_1405,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1406,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1407,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,s_
ASV_1408,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,g_,s_
ASV_1409,Eukaryota,unknown,Pelagophyceae,Pelagomonadales,unknown,Aureococcus,Aureococcus anophagefferens
ASV_1410,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1411,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_1412,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1413,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1414,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1415,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1416,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1417,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_1418,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned
ASV_1419,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1420,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina strobilus
ASV_1421,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1422,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1423,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium sp. SNB99-2
ASV_1424,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_1425,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1426,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_1427,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,unassigned,unassigned,unassigned
ASV_1428,Eukaryota,Ciliophora,unknown,unknown,unknown,g_,s_
ASV_1429,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_1430,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_1431,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1432,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1433,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_1434,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,unassigned,unassigned
ASV_1435,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1436,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,unassigned
ASV_1437,Eukaryota,unknown,Oomycetes,Lagenidiales,unassigned,unassigned,unassigned
ASV_1438,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1439,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1440,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_1441,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium chlorophilum
ASV_1442,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1443,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Dinophysis,Dinophysis acuminata
ASV_1444,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1445,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_1446,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_1447,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1448,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,s_
ASV_1449,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_1450,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,s_
ASV_1451,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1452,Eukaryota,Cercozoa,Thecofilosea,unknown,unknown,g_,s_
ASV_1453,Eukaryota,Chlorophyta,Trebouxiophyceae,Trebouxiales,Trebouxiaceae,Trebouxia,unassigned
ASV_1454,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_1455,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1456,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_1457,Eukaryota,unknown,Dinophyceae,Peridiniales,Pfiesteriaceae,Pfiesteria,s_
ASV_1458,Eukaryota,unknown,Dinophyceae,unknown,unknown,Spiniferites,Spiniferites ramosus
ASV_1459,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_1460,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,g_,s_
ASV_1461,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_1462,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,unassigned
ASV_1463,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_1464,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,g_,s_
ASV_1465,Eukaryota,unknown,unknown,Choanoflagellata,Salpingoecidae,g_,s_
ASV_1466,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_1467,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,unassigned
ASV_1468,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_1469,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_1470,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_1471,Eukaryota,unknown,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,unassigned
ASV_1472,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_1473,Eukaryota,Mollusca,Bivalvia,Veneroida,Mactridae,unassigned,unassigned
ASV_1474,Eukaryota,unknown,Dinophyceae,Dinophysiales,Dinophysiaceae,Phalacroma,Phalacroma oxytoxoides
ASV_1475,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_1476,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
